Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
514266, 48.73, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
526179, 53.70, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
526775, 55.62, --, --, --, 0.12, valiant-communications-ltd
514030, 58.60, 1.16, 13.95, 9.78, 49.23, deepak-spinners-ltd
537536, 70.53, 2.41, 9.96, 0.48, 10.29, denis-chem-lab-ltd
523371, 75.07, --, 107.56, 47.09, -13.16, mawana-sugars-ltd
524654, 75.93, 0.12, 15.41, 12.05, 21.59, natural-capsules-ltd
500354, 77.56, 12.79, -1.76, -110.84, 3.58, rajshree-sugars--chemicals-ltd
512634, 79.92, 0.47, 12.88, 7.69, 9.57, savera-industries-ltd
532878, 84.48, 0.33, 0.12, -1.61, 1.62, alpa-laboratories-ltd
530505, 86.62, --, -3.48, 2930.16, -5.33, upper-ganges-sugar--industries-ltd
504028, 90.13, 0.80, 11.09, 4.07, 6.16, gee-ltd
513554, 90.72, 1.08, 5.45, 2.28, 11.83, mahamaya-steel-industries-ltd
507260, 92.01, --, 1.93, 59.08, 16.96, oudh-sugar-mills-ltd
532729, 96.11, 40.10, 1.17, -313.98, 12.37, uttam-sugar-mills-ltd
512493, 100.85, 0.02, --, --, 0.55, garnet-international-ltd
538743, 103.61, --, --, --, 3.38, green-field-agri-ventures-ltd
532920, 124.60, 0.43, 8.04, -0.96, 18.99, empee-distilleries-ltd
532610, 126.85, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
511108, 128.44, 1.27, 11.19, 5.89, 25.17, shiva-texyarn-ltd
530363, 133.76, 2.21, 3.36, -3.91, 1.86, ugar-sugar-works-ltd
533161, 136.48, 1.21, 12.25, 9.40, 11.12, emmbi-industries-ltd
590031, 155.71, --, 15.34, 10.83, 9.38, de-nora-india-ltd
532633, 165.41, 0.01, -0.63, -1.51, 1.64, allsec-technologies-ltd
590043, 168.94, 0.50, 17.73, 14.65, 13.50, harita-seating-systems-ltd
536264, 181.85, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
532934, 218.40, 0.34, 8.62, 6.05, 28.83, ppap-automotive-limited
531879, 230.28, --, -12.16, 23.63, 21.48, pioneer-distilleries-ltd
517562, 233.01, --, -0.50, 0.01, -0.93, trigyn-technologies-ltd
507315, 259.29, 47.06, 9.73, -203.40, 11.57, sakthi-sugars-ltd
500259, 266.30, 1.74, -2.95, -12.54, -2.41, lyka-labs-ltd
530199, 304.07, 2.00, 10.95, 4.18, 12.89, themis-medicare-ltd
532637, 312.06, 2.42, 16.20, 20.91, 15.42, mangalam-drugs--organics-ltd
530843, 329.00, 0.09, 44.33, 31.85, 11.54, cupid-ltd
500119, 392.80, 3.61, 5.17, -2.52, 25.04, dhampur-sugar-mills-ltd
502137, 420.75, 0.65, 11.87, 8.11, 93.40, deccan-cements-ltd
522295, 436.97, 0.08, 24.23, 18.95, 27.70, control-print-ltd
501423, 441.79, 0.89, 14.61, 16.62, 31.84, shaily-engineering-plastics-ltd
502168, 475.50, 1.05, 16.05, 5.98, 20.08, ncl-industries-ltd
508814, 537.71, 0.96, 11.93, 9.83, 62.97, cosmo-films-ltd
532663, 552.97, --, --, --, 10.60, sasken-communication-technologies-ltd
530441, 641.25, --, --, --, 0.00, mahanivesh-(india)-ltd
505710, 688.05, 0.23, 22.14, 15.04, 3.26, grauer--weil-(india)-ltd
532382, 804.70, --, 3.56, 2.85, 1.95, balaji-telefilms-ltd
517080, 883.97, 0.01, 23.87, 15.41, 16.27, high-ground-enterprise-ltd
500288, 976.65, 0.95, 2.47, 0.29, 1.04, morepen-laboratories-ltd
539289, 1162.77, --, 6.20, 6.67, 2794.58, majesco-ltd
532794, 1193.45, 0.31, 4.45, 1.52, 1.12, zee-media-corporation-limited
532508, 1307.35, 57.32, 2.14, -730.03, 41.12, jindal-stainless-ltd
532497, 1610.43, 0.90, 11.35, 8.24, 12.81, radico-khaitan-ltd
531426, 1717.11, 1.53, 12.64, 13.87, 73.07, tamil-nadu-newsprint--papers-ltd
538268, 2037.98, 0.03, 20.30, 14.20, 14.26, wonderla-holidays-ltd
521064, 2669.46, 1.52, 10.19, 8.09, 12.99, trident-ltd
533400, 3629.15, 0.59, -2.63, -10.13, -0.26, future-consumer-enterprise-limited
500260, 9070.73, 0.86, 11.20, 9.16, 29.96, the-ramco-cements-limited
500674, 10559.26, --, 20.67, 17.78, 147.14, sanofi-india-ltd
500134, 31482.20, 6.53, 16.33, 39.32, 32.67, essar-oil-ltd
