Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
533161, 82.17, 1.21, 12.25, 9.40, 11.12, emmbi-industries-ltd
532610, 82.39, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
509692, 93.46, 0.14, -3.63, -4.48, 7.39, indian-card-clothing-coltd
531129, 101.69, 0.59, 22.04, 16.18, 44.07, inani-marbles--industries-ltd
522101, 106.38, 0.29, 8.91, 4.21, 9.10, kilburn-engineering-ltd
523248, 108.46, 0.71, 9.91, 5.43, 29.66, machino-plastics-ltd
538992, 111.26, 0.01, -26.69, -26.16, -5.77, sar-auto-products-ltd
523391, 119.25, 0.49, 9.32, 3.04, 15.94, nahar-polyfilms-ltd
524689, 120.16, 4.48, -2.02, -57.53, 4.26, parenteral-drugs-(india)-ltd
526829, 122.95, 0.28, 1.71, -11.86, 1.21, confidence-petroleum-india-ltd
519457, 124.18, 0.06, 10.17, 6.01, 1.21, virat-crane-industries-ltd
533296, 130.14, 1.69, -0.78, -27.36, 1.80, future-market-networks-ltd
526263, 149.08, 0.28, 27.26, 21.72, 20.11, mold-tek-technologies-ltd
536264, 155.42, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
532262, 157.84, --, --, --, -5.83, tci-industries-ltd
500012, 169.94, 0.55, -17.00, -31.01, -3.53, andhra-petrochemicals-ltd
532521, 170.75, --, 2.91, 2.91, -0.83, palred-technologies-limited
532875, 191.21, 0.16, 2.34, 0.06, 6.83, allied-digital-services-ltd
539143, 196.58, --, --, --, -0.03, synergy-bizcon-ltd
507315, 210.71, 47.06, 9.73, -203.40, 11.57, sakthi-sugars-ltd
532637, 210.85, 2.42, 16.20, 20.91, 15.42, mangalam-drugs--organics-ltd
530199, 240.93, 2.00, 10.95, 4.18, 12.89, themis-medicare-ltd
530843, 272.43, 0.09, 44.33, 31.85, 11.54, cupid-ltd
532543, 273.53, 0.09, 10.26, 3.96, 2.84, gp-petroleums-limited
523828, 281.60, 0.39, 32.05, 27.05, 24.13, menon-bearings-ltd
532801, 285.04, --, --, --, 1.60, cambridge-technology-enterprises-ltd
512229, 302.82, 0.17, 9.55, 7.81, 2.17, veritas-(india)-ltd
523768, 315.46, 2.76, 6.50, 3.80, 3.22, gujarat-borosil-ltd
532790, 334.88, --, --, --, 1.09, tanla-solutions-ltd
531717, 335.38, 1.02, 30.49, 27.47, 5.74, vidhi-dyestuffs-manufacturing-ltd
538834, 337.53, --, --, --, 0.13, meenakshi-enterprises-ltd
517330, 352.94, 0.92, 21.48, 17.56, 12.56, cmi-ltd
524764, 356.03, 0.85, 2.41, -9.72, 2.86, nutraplus-india-limited
502137, 362.58, 0.65, 11.87, 8.11, 93.40, deccan-cements-ltd
524174, 390.11, 0.52, 27.26, 37.99, 9.98, kesar-petroproducts-ltd
532320, 413.09, 0.18, --, --, -0.01, vaarad-ventures-ltd
508814, 418.74, 0.96, 11.93, 9.83, 62.97, cosmo-films-ltd
536170, 426.49, 1.05, 12.97, 7.99, 6.50, kushal-tradelink-ltd
532760, 570.86, 0.52, 13.23, 9.68, 18.97, deep-industries-ltd
519602, 592.22, 0.20, 13.04, 10.86, 1.47, kellton-tech-solutions-ltd
523660, 637.73, 0.12, 28.53, 19.89, 8.02, waterbase-ltd
532356, 838.32, 2.19, -3.03, -26.66, -0.70, triveni-engineering--industries-ltd
514234, 1119.97, 1.44, 15.37, 13.87, 52.96, sangam-(india)-ltd
503310, 1595.81, 0.32, 4.49, 1.08, 0.88, swan-energy-ltd
532767, 2138.12, 2.52, 7.65, 3.23, 68.67, gayatri-projects-ltd
500285, 2328.86, --, -182.18, 95.29, -15.90, spicejet-ltd
532890, 2394.14, --, --, --, 0.11, take-solutions-ltd
533088, 3491.31, 0.01, 17.23, 10.81, 20.43, mahindra-holidays--resorts-india-ltd
523598, 3854.49, 0.86, 3.86, 3.07, 17.99, shipping-corporation-of-india-ltd
500033, 4308.68, 0.01, 9.90, 7.69, 111.57, force-motors-ltd
